line,tail_family,group_family,rank,n,total_E,coverage_mean,coverage_median,coverage_p10,coverage_p25,coverage_p75,coverage_p90,coverage_min,coverage_max,tail_mean,tail_median,tail_p90,weighted_coverage,weighted_tail,max_weighted_tail,energy_coverage_mean,energy_coverage_median,energy_coverage_p10,energy_coverage_p90,energy_coverage_min,energy_coverage_max,energy_weighted_coverage,energy_weighted_tail,coverage_gap_e_minus_c_mean,coverage_gap_e_minus_c_weighted
42,w2,mlp_out,16,15,1.683696134440982,0.04081245604902506,0.014277820475399494,0.011967450939118864,0.01300849299877882,0.019156419672071934,0.02631079666316509,0.01126000564545393,0.3877005875110626,0.9591875439509749,0.9857221795246005,0.9880325490608811,0.021709180804329133,0.9782908191956711,0.13202215113682136,0.011511164406935373,0.010405775159597397,0.010013088211417198,0.012832526676356794,0.009874267503619194,0.021258488297462463,0.010955387770158923,0.9890446122298413,-0.029301291642089687,-0.01075379303417021
42,w2,mlp_out,32,15,1.683696134440982,0.05106899812817574,0.023689651861786842,0.021212726831436157,0.022114877589046955,0.029065117239952087,0.03723972365260124,0.02051519602537155,0.40764230489730835,0.9489310018718242,0.9763103481382132,0.9787872731685638,0.03139649734398867,0.9686035026560114,0.13081177812305744,0.020969195912281673,0.01935109868645668,0.01906120590865612,0.02272148206830025,0.018886443227529526,0.03431703522801399,0.02020780515556334,0.9797921948444369,-0.030099802215894065,-0.011188692188425334
42,w2,mlp_out,48,15,1.683696134440982,0.06071162149310112,0.03283166140317917,0.030188441276550293,0.03130696061998606,0.03892082720994949,0.04689007923007011,0.029362395405769348,0.42247915267944336,0.9392883785068988,0.9671683385968208,0.9698115587234497,0.04074158248013312,0.959258417519867,0.129644027393248,0.03015779107809067,0.028224283829331398,0.027939848229289056,0.03223630562424659,0.027761831879615784,0.04605451598763466,0.029252073493795237,0.9707479265062047,-0.030553830415010454,-0.011489508986337882
42,w2,mlp_out,64,15,1.683696134440982,0.06998451302448909,0.041734471917152405,0.03885658457875252,0.0403846874833107,0.04820930399000645,0.05638504326343536,0.03851718828082085,0.43474459648132324,0.930015486975511,0.9582655280828476,0.9611434154212475,0.049831144025849594,0.9501688559741506,0.12849707292381216,0.03914564500252406,0.03704846650362015,0.03669002950191498,0.04147155061364174,0.03651530295610428,0.056958794593811035,0.03813179443636533,0.9618682055636346,-0.030838868021965032,-0.011699349589484265
42,w2,mlp_out,96,15,1.683696134440982,0.0882443385819594,0.059695109724998474,0.05643215477466583,0.05772656202316284,0.06577693298459053,0.07512375265359877,0.056034933775663376,0.46049177646636963,0.9117556614180405,0.9403048902750015,0.9435678452253342,0.06764057987696234,0.9323594201230377,0.12617449151174734,0.05667769461870194,0.05436539277434349,0.05380830243229866,0.05934521183371544,0.05369623005390167,0.07732048630714417,0.05550402140975182,0.9444959785902481,-0.031566643963257465,-0.012136558467210519
42,w2,mlp_out,128,15,1.683696134440982,0.10551291008790334,0.076781265437603,0.0733367457985878,0.07455110177397728,0.08285598829388618,0.09284093528985976,0.07303762435913086,0.47860977053642273,0.8944870899120967,0.923218734562397,0.9266632542014122,0.08482378180962082,0.9151762181903791,0.12392230660044921,0.07373061627149582,0.07129453122615814,0.07052285522222518,0.07659100443124771,0.07049628347158432,0.0964723452925682,0.07243766549553991,0.9275623345044602,-0.031782293816407514,-0.012386116314080903
42,w3,mlp_in,16,24,3.367255720696941,0.01879503026915093,0.009546010289341211,0.008797322120517492,0.009192979894578457,0.009843509644269943,0.015019502583891153,0.008688291534781456,0.17156273126602173,0.981204969730849,0.9904539897106588,0.9912026778794825,0.014862467260821334,0.9851375327391789,0.16527389117736127,0.019853932045710582,0.009307547472417355,0.009231752995401622,0.015180138032883404,0.009191910736262798,0.19834469258785248,0.015472358752778156,0.9845276412472218,0.001058901776559651,0.0006098914919568221
42,w3,mlp_in,32,24,3.367255720696941,0.028140596269319456,0.01871757861226797,0.017941842600703237,0.01836396101862192,0.019170597195625305,0.026365927234292028,0.017648659646511078,0.18156594038009644,0.9718594037306806,0.981282421387732,0.9820581573992968,0.024136337163275724,0.9758636628367243,0.16371488590411054,0.029032375585908692,0.018405855633318424,0.018261990509927273,0.02561298869550228,0.018192531540989876,0.20753440260887146,0.0246093237723306,0.9753906762276693,0.0008917793165892363,0.0004729866090548776
42,w3,mlp_in,48,24,3.367255720696941,0.037158830324187875,0.02766857948154211,0.027058105729520325,0.027245139237493277,0.028419582173228264,0.036239194497466085,0.026391614228487015,0.18944565951824188,0.9628411696758121,0.9723314205184579,0.9729418942704796,0.03314127991303534,0.9668587200869645,0.1622272270634732,0.03800805037220319,0.027361946180462837,0.027152600511908532,0.03563506081700325,0.027040129527449608,0.2157362550497055,0.03356687805633565,0.9664331219436643,0.0008492200480153186,0.0004255981433003153
42,w3,mlp_in,64,24,3.367255720696941,0.0463165077380836,0.0367443785071373,0.0359749149531126,0.03642596676945686,0.03726301062852144,0.04663888029754162,0.03516214340925217,0.1983405202627182,0.9536834922619164,0.9632556214928627,0.9640250850468873,0.042239940061505006,0.9577600599384948,0.16072878352104605,0.046838910318911076,0.03618662990629673,0.035923059284687045,0.04541061259806156,0.03576880693435669,0.2236189991235733,0.04238692359243448,0.9576130764075654,0.0005224025808274746,0.0001469835309294773
