line,name,tail_family,group_family,layer_index,score_E,rho,cum_c_len,coverage_c_r16,coverage_energy_r16,tail_c_r16,weighted_tail_r16,coverage_c_r32,coverage_energy_r32,tail_c_r32,weighted_tail_r32,coverage_c_r48,coverage_energy_r48,tail_c_r48,weighted_tail_r48,coverage_c_r64,coverage_energy_r64,tail_c_r64,weighted_tail_r64,coverage_c_r96,coverage_energy_r96,tail_c_r96,weighted_tail_r96,coverage_c_r128,coverage_energy_r128,tail_c_r128,weighted_tail_r128,deferred
55,language_model.model.layers.18.feed_forward.w3,w3,mlp_in,18,0.14167438811995003,0.1251033354304772,4095,0.00919569842517376,0.009351016953587532,0.9908043015748262,0.14037159317222794,0.017969612032175064,0.018503637984395027,0.9820303879678249,0.13912855433053875,0.027272025123238564,0.027514861896634102,0.9727279748767614,0.1378106406478233,0.036819636821746826,0.03639888018369675,0.9631803631782532,0.13645798860243027,0.05547327175736427,0.053832150995731354,0.9445267282426357,0.13381524628671373,0.07228770107030869,0.07086668908596039,0.9277122989296913,0.13143307230221618,
55,language_model.model.layers.19.attention.wqkv,wqkv,attn_in,19,0.06214154953149056,0.17087150544674237,4095,0.030392007902264595,0.015962593257427216,0.9696079920977354,0.060252943067070526,0.04886341840028763,0.030375119298696518,0.9511365815997124,0.05910510099669113,0.06645563244819641,0.044243715703487396,0.9335443675518036,0.058011893556064426,0.08296128362417221,0.05771217495203018,0.9170387163758278,0.056986206815963024,0.11214305460453033,0.08367110043764114,0.8878569453954697,0.05517280634917048,0.13882800936698914,0.10850483179092407,0.8611719906330109,0.05351456191105357,
55,language_model.model.layers.19.feed_forward.w1,w1,mlp_in,19,0.05093417372229565,0.1251033354304772,4095,0.016169069334864616,0.011772679165005684,0.9838309306651354,0.050110615535865814,0.028994066640734673,0.021873341873288155,0.9710059333592653,0.04945738489510065,0.04000584036111832,0.031683772802352905,0.9599941596388817,0.04889650929943602,0.04980773478746414,0.04126349091529846,0.9501922652125359,0.048397257905916924,0.07150561362504959,0.05983959883451462,0.9284943863749504,0.047292094375798024,0.08979032933712006,0.07779441028833389,0.9102096706628799,0.04636077748925664,
55,language_model.model.layers.19.feed_forward.w2,w2,mlp_out,19,0.13489460812835705,0.13297246195124704,4096,0.013034633360803127,0.010753273963928223,0.9869653666391969,0.13313630636905469,0.022028574720025063,0.019674183800816536,0.9779714252799749,0.13192307217387303,0.030851587653160095,0.028440654277801514,0.9691484123468399,0.13073289530174637,0.039651062339544296,0.037092387676239014,0.9603489376604557,0.12954589361219115,0.05694353207945824,0.054080527275800705,0.9430564679205418,0.127213232683054,0.07359728217124939,0.07069520652294159,0.9264027178287506,0.12496673159055424,
55,language_model.model.layers.19.feed_forward.w3,w3,mlp_in,19,0.07736844747701185,0.1251033354304772,4095,0.06260444968938828,0.061960894614458084,0.9373955503106117,0.07252483839939118,0.07105876505374908,0.07061862200498581,0.9289412349462509,0.07187074114516954,0.07999108731746674,0.07913297414779663,0.9200089126825333,0.07117966123926137,0.08950252085924149,0.0875263661146164,0.9104974791407585,0.07044377639285347,0.10662025213241577,0.10398368537425995,0.8933797478675842,0.06911940409991928,0.1232847273349762,0.12007450312376022,0.8767152726650238,0.06783009952547803,
55,language_model.model.layers.2.attention.wqkv,wqkv,attn_in,2,0.029716913710128787,0.17087150544674237,4095,0.058610159903764725,0.025397172197699547,0.9413898400962353,0.027975200645731762,0.08695127069950104,0.044338323175907135,0.913048729300499,0.027132990301765664,0.11007312685251236,0.061831917613744736,0.8899268731474876,0.026445880097648616,0.13463455438613892,0.07841134071350098,0.8653654456138611,0.025715990275034257,0.17225530743598938,0.10972510278224945,0.8277446925640106,0.024598017602941783,0.20494161546230316,0.13908952474594116,0.7950583845376968,0.023626681407821128,
55,language_model.model.layers.2.feed_forward.w1,w1,mlp_in,2,0.1372258487959235,0.1251033354304772,4095,0.00948597863316536,0.009800557047128677,0.9905140213668346,0.1359241273263274,0.01880371756851673,0.018857834860682487,0.9811962824314833,0.13464549269206497,0.028154656291007996,0.02773718722164631,0.971845343708992,0.13336230218883244,0.037061721086502075,0.03648553043603897,0.9629382789134979,0.13214002266199049,0.053853485733270645,0.05362505838274956,0.9461465142667294,0.1298357585055563,0.06982316076755524,0.07036120444536209,0.9301768392324448,0.12764430629398152,
55,language_model.model.layers.2.feed_forward.w2,w2,mlp_out,2,0.13232384945939574,0.13297246195124704,4096,0.020279403775930405,0.01293389592319727,0.9797205962240696,0.12964040068702323,0.031102551147341728,0.02284594252705574,0.9688974488526583,0.12820824016357174,0.04118628799915314,0.03242748603224754,0.9588137120008469,0.12687392128640448,0.050634246319532394,0.04174649342894554,0.9493657536804676,0.12562373107191996,0.06874921917915344,0.059792112559080124,0.9312507808208466,0.12322668813028244,0.08616936951875687,0.07717012614011765,0.9138306304812431,0.12092158677918471,
55,language_model.model.layers.20.attention.wqkv,wqkv,attn_in,20,0.06529981392856142,0.17087150544674237,4095,0.025244250893592834,0.014868452213704586,0.9747557491064072,0.06365136904244388,0.04115007817745209,0.02883414924144745,0.9588499218225479,0.06261272148042804,0.055965978652238846,0.04237433150410652,0.9440340213477612,0.061645245936240385,0.07040248811244965,0.05558019503951073,0.9295975118875504,0.0607025445547107,0.10075583308935165,0.08110387623310089,0.8992441669106483,0.05872047677560956,0.12854377925395966,0.10562331974506378,0.8714562207460403,0.05690592906160378,
55,language_model.model.layers.20.feed_forward.w1,w1,mlp_in,20,0.05210967722624931,0.1251033354304772,4095,0.017131775617599487,0.010260490700602531,0.9828682243824005,0.05121694592850368,0.030052000656723976,0.020071012899279594,0.969947999343276,0.05054367717202439,0.04106235131621361,0.029637182131409645,0.9589376486837864,0.04996993135301057,0.051263477653265,0.03900707885622978,0.948736522346735,0.04943835395224263,0.07093082368373871,0.05722533166408539,0.9290691763162613,0.04841349489869769,0.09222542494535446,0.0748826339840889,0.9077745750546455,0.04730384010029321,
55,language_model.model.layers.20.feed_forward.w2,w2,mlp_out,20,0.13371626852428117,0.13297246195124704,4096,0.012669493444263935,0.010405775159597397,0.9873305065557361,0.13202215113682136,0.02172129414975643,0.01935109868645668,0.9782787058502436,0.13081177812305744,0.030454343184828758,0.028153391554951668,0.9695456568151712,0.129644027393248,0.03903186693787575,0.036833785474300385,0.9609681330621243,0.12849707292381216,0.056401342153549194,0.05388081818819046,0.9435986578464508,0.12617449151174734,0.0732443556189537,0.07055314630270004,0.9267556443810463,0.12392230660044921,
55,language_model.model.layers.20.feed_forward.w3,w3,mlp_in,20,0.15214860318468915,0.1251033354304772,4095,0.00912432000041008,0.009315974079072475,0.9908756799995899,0.15076035064161664,0.018658025190234184,0.018438013270497322,0.9813419748097658,0.14930981071381028,0.0271360594779253,0.027420619502663612,0.9728639405220747,0.14801988963918616,0.036724526435136795,0.03627331927418709,0.9632754735648632,0.1465610177849639,0.05476827174425125,0.05362904816865921,0.9452317282557487,0.14381568713996185,0.07244791835546494,0.0705874040722847,0.9275520816445351,0.14112575360326676,
